PT_ID,SCHOOL,ZONE,CLUSTER,GROUP_ID,latitude,longitude,LEVEL,ENROLMENT,2023_OSO,OSO_pct,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,special,mothertongue1_code,mothertongue2_code,mothertongue3_code,HMSP_Tier,HMSP_Score
165,WELLINGTON PRIMARY SCHOOL,NORTH,N7,14,1.4521303,103.8224227,PRIMARY,1453,198,0.136269787,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
166,WOODGROVE SECONDARY SCHOOL,NORTH,N7,14,1.42833185,103.7965492,SECONDARY,1065,172,0.161502347,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.625
167,WOODLANDS PRIMARY SCHOOL,NORTH,N7,14,1.43669555,103.7916902,PRIMARY,1294,151,0.116692427,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
168,WOODLANDS RING SECONDARY SCHOOL,NORTH,N7,14,1.436023,103.8004353,SECONDARY,1019,148,0.145240432,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
169,ANG MO KIO PRIMARY SCHOOL,SOUTH,S1,15,1.368953,103.8393687,PRIMARY,1102,171,0.155172414,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
170,ANG MO KIO SECONDARY SCHOOL,SOUTH,S1,15,1.3676706,103.842545,SECONDARY,1069,112,0.104770814,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
171,CHIJ OUR LADY OF THE NATIVITY,SOUTH,S1,15,1.37311065,103.8976899,PRIMARY,1443,131,0.090783091,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
172,HOLY INNOCENTS' HIGH SCHOOL,SOUTH,S1,15,1.3716598,103.8957436,SECONDARY,1281,151,0.117876659,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
173,HOLY INNOCENTS' PRIMARY SCHOOL,SOUTH,S1,15,1.36708755,103.8938822,PRIMARY,1638,153,0.093406593,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Yes,Chinese,na,na,D,0.375
174,JING SHAN PRIMARY SCHOOL,SOUTH,S1,15,1.37216635,103.8520081,PRIMARY,954,117,0.122641509,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
175,MAYFLOWER PRIMARY SCHOOL,SOUTH,S1,15,1.37631785,103.8355619,PRIMARY,1135,119,0.104845815,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
176,MAYFLOWER SECONDARY SCHOOL,SOUTH,S1,15,1.36906525,103.8357708,SECONDARY,853,98,0.114888628,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
177,PRESBYTERIAN HIGH SCHOOL,SOUTH,S1,15,1.3832006,103.8428599,SECONDARY,1063,131,0.123236124,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
178,PUNGGOL PRIMARY SCHOOL,SOUTH,S1,15,1.37813115,103.8947545,PRIMARY,1235,166,0.134412955,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
179,SERANGOON GARDEN SECONDARY SCHOOL,SOUTH,S1,15,1.3696622,103.8689838,SECONDARY,1158,209,0.180483592,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
180,YIO CHU KANG SECONDARY SCHOOL,SOUTH,S1,15,1.37847985,103.842108,SECONDARY,1022,167,0.163405088,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
181,ANGLO-CHINESE SCHOOL (INDEP),SOUTH,S2,16,1.30322315,103.7806778,SECONDARY,1724,125,0.0725058,QUEENSTOWN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,Yes,Yes,Yes,Chinese,Malay,Tamil,E,0.076923077
182,BLANGAH RISE PRIMARY SCHOOL,SOUTH,S2,16,1.27640575,103.80881,PRIMARY,542,48,0.088560886,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,A,1
183,BUKIT MERAH SECONDARY SCHOOL,SOUTH,S2,16,1.28589275,103.81299249999999,SECONDARY,931,132,0.141783029,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
184,CRESCENT GIRLS' SCHOOL,SOUTH,S2,16,1.2934392,103.8180238,SECONDARY,976,102,0.104508197,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,C,0.625
185,FAIRFIELD METHODIST SCHOOL (PRI),SOUTH,S2,16,1.3012022,103.7860313,PRIMARY,1639,123,0.07504576,QUEENSTOWN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.625
186,FAIRFIELD METHODIST SCHOOL (SEC),SOUTH,S2,16,1.3020215,103.7843993,SECONDARY,1060,87,0.082075472,QUEENSTOWN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,C,0.571428571
187,KENT RIDGE SECONDARY SCHOOL,SOUTH,S2,16,1.3013316,103.7650463,SECONDARY,1167,133,0.113967438,CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,na,C,0.5
188,NEW TOWN PRIMARY SCHOOL,SOUTH,S2,16,1.29981365,103.79984,PRIMARY,1085,126,0.116129032,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
189,PEI TONG PRIMARY SCHOOL,SOUTH,S2,16,1.3162677,103.7677645,PRIMARY,1496,125,0.08355615,CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.285714286
190,QUEENSTOWN PRIMARY SCHOOL,SOUTH,S2,16,1.2960266,103.8078385,PRIMARY,1371,140,0.102115244,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
191,QUEENSTOWN SECONDARY SCHOOL,SOUTH,S2,16,1.2932897,103.8132567,SECONDARY,1029,144,0.139941691,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
192,QUEENSWAY SECONDARY SCHOOL,SOUTH,S2,16,1.3004452,103.8019077,SECONDARY,1078,136,0.126159555,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.545454545
193,TANGLIN SECONDARY SCHOOL,SOUTH,S2,16,1.309941,103.757828,SECONDARY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,0.75
194,ANGLO-CHINESE SCHOOL (BARKER ROAD),SOUTH,S3,17,1.3197094,103.8356614,SECONDARY,1310,183,0.139694656,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
195,ANGLO-CHINESE SCHOOL (PRI),SOUTH,S3,17,1.31875235,103.8350769,PRIMARY,1579,151,0.095630146,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Yes,Chinese,Malay,Tamil,E,0
196,BEATTY SECONDARY SCHOOL,SOUTH,S3,17,1.3417851,103.8522734,SECONDARY,1087,152,0.139834407,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.3
197,CHIJ PRIMARY SCHOOL (TOA PAYOH),SOUTH,S3,17,1.3331269,103.842403,PRIMARY,1331,105,0.078888054,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
198,CHIJ SECONDARY SCHOOL (TOA PAYOH),SOUTH,S3,17,1.3326721,103.8428466,SECONDARY,1224,122,0.099673203,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,D,0.454545455
199,FIRST TOA PAYOH PRIMARY SCHOOL,SOUTH,S3,17,1.3404649,103.8558675,PRIMARY,722,96,0.132963989,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
200,KHENG CHENG SCHOOL,SOUTH,S3,17,1.33703365,103.8474423,PRIMARY,1450,176,0.12137931,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
201,MARYMOUNT CONVENT SCHOOL,SOUTH,S3,17,1.3402824,103.8397563,PRIMARY,1311,109,0.083142639,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
202,NATIONAL JUNIOR COLLEGE (JUNIOR HIGH),SOUTH,S3,17,1.330727,103.8044167,SECONDARY,818,46,0.056234719,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Yes,Chinese,Malay,Tamil,D,0.25
203,PEI CHUN PUBLIC SCHOOL,SOUTH,S3,17,1.3362704,103.855697,PRIMARY,1800,216,0.12,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Yes,Chinese,na,na,C,0.5
204,RAFFLES GIRLS' PRIMARY SCHOOL,SOUTH,S3,17,1.33026845,103.806127,PRIMARY,1678,97,0.057806913,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Yes,Chinese,Malay,Tamil,C,0.571428571
205,ST. MARGARET'S SECONDARY SCHOOL,SOUTH,S3,17,1.32043285,103.8096835,SECONDARY,1059,112,0.105760151,BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,C,0.6
206,ALEXANDRA PRIMARY SCHOOL,SOUTH,S4,18,1.2913617,103.82409,PRIMARY,1225,123,0.100408163,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.2
207,CANTONMENT PRIMARY SCHOOL,SOUTH,S4,18,1.2758142,103.8398884,PRIMARY,1112,128,0.115107914,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.2
208,CHIJ (KELLOCK),SOUTH,S4,18,1.274664,103.8280551,PRIMARY,1167,103,0.088260497,BUKIT MERAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
209,CHIJ ST. THERESA'S CONVENT,SOUTH,S4,18,1.27614885,103.8222477,SECONDARY,1055,139,0.131753555,BUKIT MERAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
210,GAN ENG SENG PRIMARY SCHOOL,SOUTH,S4,18,1.28587615,103.8152417,PRIMARY,912,131,0.143640351,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
211,GAN ENG SENG SCHOOL,SOUTH,S4,18,1.2894326,103.8236379,SECONDARY,1010,123,0.121782178,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.555555556
212,HONG WEN SCHOOL,SOUTH,S4,18,1.32178305,103.8575269,PRIMARY,1268,131,0.103312303,KALLANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Yes,Chinese,na,na,D,0.285714286
213,NORTHLIGHT SCHOOL,SOUTH,S4,18,1.31946105,103.8556118,SECONDARY,776,122,0.157216495,KALLANG,SOUTH,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
214,OUTRAM SECONDARY SCHOOL,SOUTH,S4,18,1.28627625,103.8371267,SECONDARY,520,96,0.184615385,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
215,RADIN MAS PRIMARY SCHOOL,SOUTH,S4,18,1.2750442,103.8240239,PRIMARY,1218,135,0.110837438,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
216,RIVER VALLEY PRIMARY SCHOOL,SOUTH,S4,18,1.2939,103.8364,PRIMARY,1344,134,0.099702381,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.166666667
217,SCHOOL OF THE ARTS,SOUTH,S4,18,1.299297,103.8487409,SECONDARY,768,47,0.061197917,CENTRAL,SOUTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
218,ZHANGDE PRIMARY SCHOOL,SOUTH,S4,18,1.28406155,103.8261569,PRIMARY,1186,120,0.101180438,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.2
219,ANGLO-CHINESE SCHOOL (JUNIOR),SOUTH,S5,19,1.3091048,103.8414098,PRIMARY,1638,134,0.081807082,CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
220,BENDEMEER PRIMARY SCHOOL,SOUTH,S5,19,1.3222744,103.8651292,PRIMARY,1219,182,0.149302707,KALLANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
221,BENDEMEER SECONDARY SCHOOL,SOUTH,S5,19,1.324497,103.86143,SECONDARY,1015,172,0.169458128,KALLANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
222,FARRER PARK PRIMARY SCHOOL,SOUTH,S5,19,1.3123692,103.8507914,PRIMARY,1193,165,0.13830679,KALLANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
223,ST. ANDREW'S JUNIOR SCHOOL,SOUTH,S5,19,1.3314877,103.8650956,PRIMARY,1449,160,0.11042098,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
224,ST. ANDREW'S SECONDARY SCHOOL,SOUTH,S5,19,1.33111015,103.8661242,SECONDARY,1178,210,0.178268251,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.444444444
225,ST. JOSEPH'S INSTITUTION,SOUTH,S5,19,1.3242,103.8283264,SECONDARY,1484,103,0.069407008,NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,Yes,Yes,Chinese,Malay,Tamil,D,0.428571429
226,ST. JOSEPH'S INSTITUTION JUNIOR,SOUTH,S5,19,1.31751305,103.8463183,PRIMARY,1450,146,0.100689655,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.285714286
227,ST. MARGARET'S PRIMARY SCHOOL,SOUTH,S5,19,1.324296,103.8816928,PRIMARY,1152,101,0.087673611,CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
228,BARTLEY SECONDARY SCHOOL,SOUTH,S6,20,1.3406552,103.8823271,SECONDARY,1072,150,0.139925373,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
229,CEDAR PRIMARY SCHOOL,SOUTH,S6,20,1.33553125,103.8754848,PRIMARY,1242,155,0.124798712,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.2
230,CHIJ OUR LADY OF GOOD COUNSEL,SOUTH,S6,20,1.35775385,103.8638906,PRIMARY,931,84,0.090225564,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
231,PEICAI SECONDARY SCHOOL,SOUTH,S6,20,1.35938135,103.8706469,SECONDARY,1120,171,0.152678571,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
232,ST. GABRIEL'S PRIMARY SCHOOL,SOUTH,S6,20,1.3496952,103.8621682,PRIMARY,923,100,0.108342362,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.166666667
233,ST. GABRIEL'S SECONDARY SCHOOL,SOUTH,S6,20,1.346723,103.8754373,SECONDARY,1255,161,0.128286853,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.222222222
234,XINGHUA PRIMARY SCHOOL,SOUTH,S6,20,1.3580028,103.890515,PRIMARY,1123,152,0.135351736,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.166666667
235,YANGZHENG PRIMARY SCHOOL,SOUTH,S6,20,1.34876345,103.868425,PRIMARY,1104,103,0.093297101,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
236,YUYING SECONDARY SCHOOL,SOUTH,S6,20,1.35709395,103.890709,SECONDARY,1169,195,0.166809239,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
237,ZHONGHUA PRIMARY SCHOOL,SOUTH,S6,20,1.35986,103.8696577,PRIMARY,714,101,0.141456583,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.2
238,ZHONGHUA SECONDARY SCHOOL,SOUTH,S6,20,1.34851635,103.869346,SECONDARY,1274,135,0.105965463,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,na,E,0.222222222
239,AI TONG SCHOOL,SOUTH,S7,21,1.36071255,103.8330175,PRIMARY,1816,158,0.087004405,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Yes,Chinese,na,na,E,0
240,DEYI SECONDARY SCHOOL,SOUTH,S7,21,1.36674255,103.8521119,SECONDARY,1106,144,0.130198915,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,B,0.75
241,GUANGYANG PRIMARY SCHOOL,SOUTH,S7,21,1.345753,103.8493097,PRIMARY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,0.833333333
242,GUANGYANG SECONDARY SCHOOL,SOUTH,S7,21,1.34467265,103.8499513,SECONDARY,952,154,0.161764706,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
243,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,SOUTH,S7,21,1.34921495,103.8550069,PRIMARY,1446,133,0.09197787,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
244,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SOUTH,S7,21,1.3508434,103.8546693,SECONDARY,1162,104,0.089500861,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.444444444
245,PEIRCE SECONDARY SCHOOL,SOUTH,S7,21,1.3664814,103.8295331,SECONDARY,820,114,0.13902439,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
246,RAFFLES GIRLS' SCHOOL (SEC),SOUTH,S7,21,1.34295555,103.8433071,SECONDARY,1698,104,0.061248528000000003,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Yes,Chinese,Malay,Tamil,D,0.4
